   KT           JONSWAP          OUR           ELFOUHAILY             WT  
  74.8000     9.677E-0009     2.084E-0008     2.728E-0008    27.6407
  75.3000     9.486E-0009     2.042E-0008     2.684E-0008    27.7405
  75.8000     9.299E-0009     2.002E-0008     2.640E-0008    27.8401
  76.3000     9.118E-0009     1.963E-0008     2.598E-0008    27.9394
  76.8000     8.941E-0009     1.924E-0008     2.556E-0008    28.0386
  77.3000     8.768E-0009     1.887E-0008     2.516E-0008    28.1375
  77.8000     8.600E-0009     1.850E-0008     2.476E-0008    28.2363
  78.3000     8.437E-0009     1.815E-0008     2.438E-0008    28.3348
  78.8000     8.277E-0009     1.780E-0008     2.400E-0008    28.4332
  79.3000     8.121E-0009     1.747E-0008     2.363E-0008    28.5314
  79.8000     7.970E-0009     1.714E-0008     2.326E-0008    28.6294
  80.3000     7.822E-0009     1.682E-0008     2.291E-0008    28.7273
  80.8000     7.677E-0009     1.651E-0008     2.256E-0008    28.8249
  81.3000     7.537E-0009     1.620E-0008     2.222E-0008    28.9224
  81.8000     7.399E-0009     1.590E-0008     2.189E-0008    29.0197
  82.3000     7.265E-0009     1.561E-0008     2.156E-0008    29.1168
  82.8000     7.134E-0009     1.533E-0008     2.124E-0008    29.2138
  83.3000     7.007E-0009     1.505E-0008     2.093E-0008    29.3106
  83.8000     6.882E-0009     1.478E-0008     2.062E-0008    29.4073
  84.3000     6.760E-0009     1.452E-0008     2.032E-0008    29.5038
  84.8000     6.642E-0009     1.426E-0008     2.003E-0008    29.6001
  85.3000     6.525E-0009     1.401E-0008     1.974E-0008    29.6963
  85.8000     6.412E-0009     1.376E-0008     1.946E-0008    29.7923
  86.3000     6.301E-0009     1.352E-0008     1.918E-0008    29.8882
  86.8000     6.193E-0009     1.329E-0008     1.891E-0008    29.9839
  87.3000     6.087E-0009     1.306E-0008     1.865E-0008    30.0795
  87.8000     5.984E-0009     1.283E-0008     1.839E-0008    30.1749
  88.3000     5.883E-0009     1.261E-0008     1.813E-0008    30.2702
  88.8000     5.784E-0009     1.240E-0008     1.788E-0008    30.3654
  89.3000     5.687E-0009     1.219E-0008     1.763E-0008    30.4604
  89.8000     5.593E-0009     1.199E-0008     1.739E-0008    30.5553
  90.3000     5.500E-0009     1.179E-0008     1.716E-0008    30.6501
  90.8000     5.410E-0009     1.159E-0008     1.692E-0008    30.7447
  91.3000     5.322E-0009     1.140E-0008     1.670E-0008    30.8392
  91.8000     5.235E-0009     1.121E-0008     1.647E-0008    30.9336
  92.3000     5.150E-0009     1.103E-0008     1.625E-0008    31.0279
  92.8000     5.068E-0009     1.085E-0008     1.604E-0008    31.1220
  93.3000     4.987E-0009     1.067E-0008     1.583E-0008    31.2160
  93.8000     4.907E-0009     1.050E-0008     1.562E-0008    31.3099
  94.3000     4.830E-0009     1.033E-0008     1.542E-0008    31.4037
  94.8000     4.754E-0009     1.017E-0008     1.522E-0008    31.4974
  95.3000     4.679E-0009     1.000E-0008     1.502E-0008    31.5910
  95.8000     4.606E-0009     9.847E-0009     1.483E-0008    31.6844
  96.3000     4.535E-0009     9.692E-0009     1.464E-0008    31.7778
  96.8000     4.465E-0009     9.540E-0009     1.445E-0008    31.8710
  97.3000     4.397E-0009     9.391E-0009     1.427E-0008    31.9641
  97.8000     4.329E-0009     9.246E-0009     1.409E-0008    32.0572
  98.3000     4.264E-0009     9.103E-0009     1.391E-0008    32.1501
  98.8000     4.199E-0009     8.964E-0009     1.374E-0008    32.2430
  99.3000     4.136E-0009     8.827E-0009     1.357E-0008    32.3357
  99.8000     4.074E-0009     8.692E-0009     1.340E-0008    32.4283
  100.3000     4.014E-0009     8.561E-0009     1.324E-0008    32.5209
  100.8000     3.954E-0009     8.432E-0009     1.308E-0008    32.6133
  101.3000     3.896E-0009     8.305E-0009     1.292E-0008    32.7057
  101.8000     3.839E-0009     8.181E-0009     1.276E-0008    32.7980
  102.3000     3.783E-0009     8.060E-0009     1.261E-0008    32.8902
  102.8000     3.728E-0009     7.941E-0009     1.246E-0008    32.9823
  103.3000     3.674E-0009     7.824E-0009     1.231E-0008    33.0743
  103.8000     3.621E-0009     7.709E-0009     1.216E-0008    33.1663
  104.3000     3.569E-0009     7.596E-0009     1.202E-0008    33.2581
  104.8000     3.519E-0009     7.486E-0009     1.188E-0008    33.3499
  105.3000     3.469E-0009     7.378E-0009     1.174E-0008    33.4416
  105.8000     3.420E-0009     7.271E-0009     1.160E-0008    33.5332
  106.3000     3.372E-0009     7.167E-0009     1.147E-0008    33.6248
  106.8000     3.325E-0009     7.065E-0009     1.133E-0008    33.7163
  107.3000     3.278E-0009     6.964E-0009     1.120E-0008    33.8077
  107.8000     3.233E-0009     6.866E-0009     1.107E-0008    33.8990
  108.3000     3.188E-0009     6.769E-0009     1.095E-0008    33.9903
  108.8000     3.145E-0009     6.674E-0009     1.082E-0008    34.0815
  109.3000     3.102E-0009     6.581E-0009     1.070E-0008    34.1726
  109.8000     3.059E-0009     6.489E-0009     1.058E-0008    34.2637
  110.3000     3.018E-0009     6.399E-0009     1.046E-0008    34.3547
  110.8000     2.977E-0009     6.311E-0009     1.035E-0008    34.4456
  111.3000     2.937E-0009     6.224E-0009     1.023E-0008    34.5365
  111.8000     2.898E-0009     6.139E-0009     1.012E-0008    34.6273
  112.3000     2.860E-0009     6.055E-0009     1.001E-0008    34.7180
  112.8000     2.822E-0009     5.973E-0009     9.897E-0009    34.8087
  113.3000     2.785E-0009     5.892E-0009     9.789E-0009    34.8994
  113.8000     2.748E-0009     5.813E-0009     9.682E-0009    34.9900
  114.3000     2.712E-0009     5.735E-0009     9.578E-0009    35.0805
  114.8000     2.677E-0009     5.658E-0009     9.474E-0009    35.1710
  115.3000     2.642E-0009     5.583E-0009     9.373E-0009    35.2614
  115.8000     2.608E-0009     5.509E-0009     9.272E-0009    35.3518
  116.3000     2.575E-0009     5.436E-0009     9.174E-0009    35.4421
  116.8000     2.542E-0009     5.365E-0009     9.076E-0009    35.5324
  117.3000     2.509E-0009     5.294E-0009     8.981E-0009    35.6227
  117.8000     2.478E-0009     5.225E-0009     8.886E-0009    35.7128
  118.3000     2.446E-0009     5.157E-0009     8.793E-0009    35.8030
  118.8000     2.415E-0009     5.090E-0009     8.701E-0009    35.8931
  119.3000     2.385E-0009     5.025E-0009     8.611E-0009    35.9832
  119.8000     2.356E-0009     4.960E-0009     8.522E-0009    36.0732
  120.3000     2.326E-0009     4.896E-0009     8.434E-0009    36.1632
  120.8000     2.297E-0009     4.834E-0009     8.347E-0009    36.2531
  121.3000     2.269E-0009     4.772E-0009     8.262E-0009    36.3430
  121.8000     2.241E-0009     4.712E-0009     8.178E-0009    36.4329
  122.3000     2.214E-0009     4.652E-0009     8.095E-0009    36.5227
  122.8000     2.187E-0009     4.594E-0009     8.013E-0009    36.6125
  123.3000     2.161E-0009     4.536E-0009     7.932E-0009    36.7022
  123.8000     2.134E-0009     4.480E-0009     7.852E-0009    36.7920
  124.3000     2.109E-0009     4.424E-0009     7.774E-0009    36.8817
  124.8000     2.084E-0009     4.369E-0009     7.696E-0009    36.9713
  125.3000     2.059E-0009     4.315E-0009     7.620E-0009    37.0610
  125.8000     2.034E-0009     4.262E-0009     7.545E-0009    37.1506
  126.3000     2.010E-0009     4.209E-0009     7.470E-0009    37.2401
  126.8000     1.987E-0009     4.158E-0009     7.397E-0009    37.3297
  127.3000     1.963E-0009     4.107E-0009     7.325E-0009    37.4192
  127.8000     1.940E-0009     4.057E-0009     7.254E-0009    37.5087
  128.3000     1.918E-0009     4.008E-0009     7.183E-0009    37.5982
  128.8000     1.895E-0009     3.960E-0009     7.114E-0009    37.6876
  129.3000     1.874E-0009     3.912E-0009     7.045E-0009    37.7771
  129.8000     1.852E-0009     3.865E-0009     6.978E-0009    37.8665
  130.3000     1.831E-0009     3.819E-0009     6.911E-0009    37.9558
  130.8000     1.810E-0009     3.774E-0009     6.845E-0009    38.0452
  131.3000     1.789E-0009     3.729E-0009     6.780E-0009    38.1346
  131.8000     1.769E-0009     3.685E-0009     6.716E-0009    38.2239
  132.3000     1.749E-0009     3.641E-0009     6.653E-0009    38.3132
  132.8000     1.729E-0009     3.599E-0009     6.590E-0009    38.4025
  133.3000     1.710E-0009     3.557E-0009     6.528E-0009    38.4918
  133.8000     1.691E-0009     3.515E-0009     6.467E-0009    38.5810
  134.3000     1.672E-0009     3.474E-0009     6.407E-0009    38.6703
  134.8000     1.653E-0009     3.434E-0009     6.348E-0009    38.7595
  135.3000     1.635E-0009     3.394E-0009     6.289E-0009    38.8487
  135.8000     1.617E-0009     3.355E-0009     6.231E-0009    38.9379
  136.3000     1.599E-0009     3.316E-0009     6.174E-0009    39.0271
  136.8000     1.582E-0009     3.278E-0009     6.118E-0009    39.1163
  137.3000     1.565E-0009     3.241E-0009     6.062E-0009    39.2055
  137.8000     1.548E-0009     3.204E-0009     6.007E-0009    39.2947
  138.3000     1.531E-0009     3.168E-0009     5.953E-0009    39.3839
  138.8000     1.515E-0009     3.132E-0009     5.899E-0009    39.4730
  139.3000     1.498E-0009     3.097E-0009     5.846E-0009    39.5622
  139.8000     1.482E-0009     3.062E-0009     5.794E-0009    39.6513
  140.3000     1.466E-0009     3.027E-0009     5.742E-0009    39.7405
  140.8000     1.451E-0009     2.994E-0009     5.691E-0009    39.8296
  141.3000     1.436E-0009     2.960E-0009     5.641E-0009    39.9187
  141.8000     1.420E-0009     2.927E-0009     5.591E-0009    40.0079
  142.3000     1.406E-0009     2.895E-0009     5.541E-0009    40.0970
  142.8000     1.391E-0009     2.863E-0009     5.493E-0009    40.1861
  143.3000     1.376E-0009     2.831E-0009     5.445E-0009    40.2753
  143.8000     1.362E-0009     2.800E-0009     5.397E-0009    40.3644
  144.3000     1.348E-0009     2.770E-0009     5.350E-0009    40.4535
  144.8000     1.334E-0009     2.739E-0009     5.304E-0009    40.5426
  145.3000     1.320E-0009     2.709E-0009     5.258E-0009    40.6318
  145.8000     1.307E-0009     2.680E-0009     5.213E-0009    40.7209
  146.3000     1.293E-0009     2.651E-0009     5.168E-0009    40.8101
  146.8000     1.280E-0009     2.622E-0009     5.124E-0009    40.8992
  147.3000     1.267E-0009     2.594E-0009     5.080E-0009    40.9883
  147.8000     1.254E-0009     2.566E-0009     5.037E-0009    41.0775
  148.3000     1.242E-0009     2.539E-0009     4.994E-0009    41.1667
  148.8000     1.229E-0009     2.512E-0009     4.952E-0009    41.2558
  149.3000     1.217E-0009     2.485E-0009     4.910E-0009    41.3450
  149.8000     1.205E-0009     2.459E-0009     4.869E-0009    41.4342
  150.3000     1.193E-0009     2.432E-0009     4.828E-0009    41.5234
  150.8000     1.181E-0009     2.407E-0009     4.788E-0009    41.6126
  151.3000     1.169E-0009     2.381E-0009     4.748E-0009    41.7018
  151.8000     1.158E-0009     2.356E-0009     4.708E-0009    41.7910
  152.3000     1.146E-0009     2.332E-0009     4.669E-0009    41.8803
  152.8000     1.135E-0009     2.307E-0009     4.631E-0009    41.9695
  153.3000     1.124E-0009     2.283E-0009     4.593E-0009    42.0588
  153.8000     1.113E-0009     2.259E-0009     4.555E-0009    42.1480
  154.3000     1.102E-0009     2.236E-0009     4.518E-0009    42.2373
  154.8000     1.092E-0009     2.213E-0009     4.481E-0009    42.3266
  155.3000     1.081E-0009     2.190E-0009     4.445E-0009    42.4159
  155.8000     1.071E-0009     2.168E-0009     4.409E-0009    42.5052
  156.3000     1.061E-0009     2.145E-0009     4.373E-0009    42.5946
  156.8000     1.051E-0009     2.123E-0009     4.338E-0009    42.6839
  157.3000     1.041E-0009     2.102E-0009     4.303E-0009    42.7733
  157.8000     1.031E-0009     2.080E-0009     4.268E-0009    42.8627
  158.3000     1.021E-0009     2.059E-0009     4.234E-0009    42.9521
  158.8000     1.011E-0009     2.038E-0009     4.200E-0009    43.0416
  159.3000     1.002E-0009     2.018E-0009     4.167E-0009    43.1310
  159.8000     9.925E-0010     1.997E-0009     4.134E-0009    43.2205
  160.3000     9.832E-0010     1.977E-0009     4.101E-0009    43.3100
  160.8000     9.741E-0010     1.957E-0009     4.069E-0009    43.3995
  161.3000     9.651E-0010     1.938E-0009     4.037E-0009    43.4890
  161.8000     9.561E-0010     1.918E-0009     4.005E-0009    43.5785
  162.3000     9.473E-0010     1.899E-0009     3.974E-0009    43.6681
  162.8000     9.386E-0010     1.880E-0009     3.943E-0009    43.7577
  163.3000     9.300E-0010     1.862E-0009     3.913E-0009    43.8473
  163.8000     9.215E-0010     1.843E-0009     3.882E-0009    43.9370
  164.3000     9.131E-0010     1.825E-0009     3.852E-0009    44.0266
  164.8000     9.049E-0010     1.807E-0009     3.823E-0009    44.1163
  165.3000     8.967E-0010     1.789E-0009     3.793E-0009    44.2060
  165.8000     8.886E-0010     1.772E-0009     3.764E-0009    44.2958
  166.3000     8.806E-0010     1.754E-0009     3.735E-0009    44.3855
  166.8000     8.727E-0010     1.737E-0009     3.707E-0009    44.4753
  167.3000     8.649E-0010     1.720E-0009     3.679E-0009    44.5652
  167.8000     8.572E-0010     1.704E-0009     3.651E-0009    44.6550
  168.3000     8.496E-0010     1.687E-0009     3.623E-0009    44.7449
  168.8000     8.420E-0010     1.671E-0009     3.596E-0009    44.8348
  169.3000     8.346E-0010     1.655E-0009     3.569E-0009    44.9247
  169.8000     8.273E-0010     1.639E-0009     3.542E-0009    45.0147
  170.3000     8.200E-0010     1.623E-0009     3.515E-0009    45.1047
  170.8000     8.128E-0010     1.607E-0009     3.489E-0009    45.1947
  171.3000     8.057E-0010     1.592E-0009     3.463E-0009    45.2847
  171.8000     7.987E-0010     1.577E-0009     3.438E-0009    45.3748
  172.3000     7.918E-0010     1.562E-0009     3.412E-0009    45.4649
  172.8000     7.849E-0010     1.547E-0009     3.387E-0009    45.5551
  173.3000     7.781E-0010     1.532E-0009     3.362E-0009    45.6452
  173.8000     7.714E-0010     1.518E-0009     3.337E-0009    45.7354
  174.3000     7.648E-0010     1.503E-0009     3.313E-0009    45.8257
  174.8000     7.583E-0010     1.489E-0009     3.288E-0009    45.9160
  175.3000     7.518E-0010     1.475E-0009     3.264E-0009    46.0063
  175.8000     7.454E-0010     1.461E-0009     3.241E-0009    46.0966
  176.3000     7.391E-0010     1.448E-0009     3.217E-0009    46.1870
  176.8000     7.328E-0010     1.434E-0009     3.194E-0009    46.2774
  177.3000     7.267E-0010     1.421E-0009     3.171E-0009    46.3678
  177.8000     7.205E-0010     1.408E-0009     3.148E-0009    46.4583
  178.3000     7.145E-0010     1.395E-0009     3.125E-0009    46.5488
  178.8000     7.085E-0010     1.382E-0009     3.103E-0009    46.6394
  179.3000     7.026E-0010     1.369E-0009     3.081E-0009    46.7300
  179.8000     6.968E-0010     1.356E-0009     3.059E-0009    46.8206
  180.3000     6.910E-0010     1.344E-0009     3.037E-0009    46.9113
  180.8000     6.853E-0010     1.331E-0009     3.015E-0009    47.0020
  181.3000     6.796E-0010     1.319E-0009     2.994E-0009    47.0927
  181.8000     6.740E-0010     1.307E-0009     2.973E-0009    47.1835
  182.3000     6.685E-0010     1.295E-0009     2.952E-0009    47.2743
  182.8000     6.630E-0010     1.283E-0009     2.931E-0009    47.3652
  183.3000     6.576E-0010     1.272E-0009     2.911E-0009    47.4561
  183.8000     6.523E-0010     1.260E-0009     2.890E-0009    47.5470
  184.3000     6.470E-0010     1.249E-0009     2.870E-0009    47.6380
  184.8000     6.417E-0010     1.237E-0009     2.850E-0009    47.7291
  185.3000     6.365E-0010     1.226E-0009     2.830E-0009    47.8201
  185.8000     6.314E-0010     1.215E-0009     2.811E-0009    47.9112
  186.3000     6.263E-0010     1.204E-0009     2.791E-0009    48.0024
  186.8000     6.213E-0010     1.193E-0009     2.772E-0009    48.0936
  187.3000     6.164E-0010     1.183E-0009     2.753E-0009    48.1848
  187.8000     6.115E-0010     1.172E-0009     2.734E-0009    48.2761
  188.3000     6.066E-0010     1.162E-0009     2.715E-0009    48.3674
  188.8000     6.018E-0010     1.151E-0009     2.697E-0009    48.4587
  189.3000     5.970E-0010     1.141E-0009     2.678E-0009    48.5501
  189.8000     5.923E-0010     1.131E-0009     2.660E-0009    48.6416
  190.3000     5.877E-0010     1.121E-0009     2.642E-0009    48.7331
  190.8000     5.831E-0010     1.111E-0009     2.624E-0009    48.8246
  191.3000     5.785E-0010     1.101E-0009     2.606E-0009    48.9162
  191.8000     5.740E-0010     1.091E-0009     2.589E-0009    49.0078
  192.3000     5.695E-0010     1.082E-0009     2.571E-0009    49.0995
  192.8000     5.651E-0010     1.072E-0009     2.554E-0009    49.1912
  193.3000     5.607E-0010     1.063E-0009     2.537E-0009    49.2830
  193.8000     5.564E-0010     1.054E-0009     2.520E-0009    49.3748
  194.3000     5.521E-0010     1.044E-0009     2.503E-0009    49.4667
  194.8000     5.479E-0010     1.035E-0009     2.487E-0009    49.5586
  195.3000     5.437E-0010     1.026E-0009     2.470E-0009    49.6505
  195.8000     5.395E-0010     1.017E-0009     2.454E-0009    49.7426
  196.3000     5.354E-0010     1.008E-0009     2.438E-0009    49.8346
  196.8000     5.313E-0010     9.997E-0010     2.422E-0009    49.9267
  197.3000     5.273E-0010     9.911E-0010     2.406E-0009    50.0189
  197.8000     5.233E-0010     9.825E-0010     2.390E-0009    50.1111
  198.3000     5.194E-0010     9.740E-0010     2.374E-0009    50.2033
  198.8000     5.155E-0010     9.656E-0010     2.359E-0009    50.2956
