   KT           JONSWAP          OUR           ELFOUHAILY             WT  
  20.8000     4.501E-0007     6.779E-0007     4.598E-0007    14.3006
  21.3000     4.191E-0007     6.312E-0007     4.299E-0007    14.4726
  21.8000     3.909E-0007     5.888E-0007     4.028E-0007    14.6426
  22.3000     3.652E-0007     5.501E-0007     3.780E-0007    14.8108
  22.8000     3.417E-0007     5.147E-0007     3.553E-0007    14.9772
  23.3000     3.202E-0007     4.822E-0007     3.346E-0007    15.1419
  23.8000     3.004E-0007     4.525E-0007     3.155E-0007    15.3048
  24.3000     2.822E-0007     4.251E-0007     2.979E-0007    15.4662
  24.8000     2.655E-0007     3.999E-0007     2.817E-0007    15.6259
  25.3000     2.501E-0007     3.767E-0007     2.667E-0007    15.7841
  25.8000     2.358E-0007     3.552E-0007     2.529E-0007    15.9409
  26.3000     2.226E-0007     3.353E-0007     2.400E-0007    16.0962
  26.8000     2.104E-0007     3.169E-0007     2.281E-0007    16.2501
  27.3000     1.991E-0007     2.998E-0007     2.170E-0007    16.4026
  27.8000     1.885E-0007     2.839E-0007     2.067E-0007    16.5538
  28.3000     1.787E-0007     2.691E-0007     1.970E-0007    16.7038
  28.8000     1.695E-0007     2.553E-0007     1.880E-0007    16.8525
  29.3000     1.610E-0007     2.425E-0007     1.796E-0007    17.0000
  29.8000     1.530E-0007     2.305E-0007     1.717E-0007    17.1464
  30.3000     1.456E-0007     2.193E-0007     1.642E-0007    17.2916
  30.8000     1.386E-0007     2.088E-0007     1.573E-0007    17.4357
  31.3000     1.321E-0007     1.989E-0007     1.507E-0007    17.5787
  31.8000     1.259E-0007     1.897E-0007     1.446E-0007    17.7206
  32.3000     1.202E-0007     1.810E-0007     1.388E-0007    17.8615
  32.8000     1.148E-0007     1.728E-0007     1.333E-0007    18.0014
  33.3000     1.097E-0007     1.652E-0007     1.281E-0007    18.1404
  33.8000     1.049E-0007     1.579E-0007     1.232E-0007    18.2783
  34.3000     1.004E-0007     1.511E-0007     1.186E-0007    18.4154
  34.8000     9.610E-0008     1.447E-0007     1.142E-0007    18.5515
  35.3000     9.207E-0008     1.386E-0007     1.101E-0007    18.6868
  35.8000     8.827E-0008     1.329E-0007     1.061E-0007    18.8211
  36.3000     8.467E-0008     1.275E-0007     1.024E-0007    18.9547
  36.8000     8.127E-0008     1.224E-0007     9.884E-0008    19.0874
  37.3000     7.804E-0008     1.175E-0007     9.546E-0008    19.2193
  37.8000     7.499E-0008     1.129E-0007     9.224E-0008    19.3504
  38.3000     7.209E-0008     1.085E-0007     8.918E-0008    19.4807
  38.8000     6.934E-0008     1.044E-0007     8.626E-0008    19.6103
  39.3000     6.672E-0008     1.005E-0007     8.347E-0008    19.7391
  39.8000     6.424E-0008     9.672E-0008     8.081E-0008    19.8672
  40.3000     6.188E-0008     9.316E-0008     7.827E-0008    19.9946
  40.8000     5.963E-0008     8.978E-0008     7.585E-0008    20.1213
  41.3000     5.749E-0008     8.656E-0008     7.353E-0008    20.2473
  41.8000     5.545E-0008     8.348E-0008     7.131E-0008    20.3726
  42.3000     5.351E-0008     8.056E-0008     6.918E-0008    20.4973
  42.8000     5.166E-0008     7.776E-0008     6.715E-0008    20.6214
  43.3000     4.989E-0008     7.510E-0008     6.520E-0008    20.7448
  43.8000     4.820E-0008     7.256E-0008     6.333E-0008    20.8676
  44.3000     4.658E-0008     7.012E-0008     6.153E-0008    20.9898
  44.8000     4.504E-0008     6.780E-0008     5.981E-0008    21.1115
  45.3000     4.357E-0008     6.558E-0008     5.815E-0008    21.2325
  45.8000     4.216E-0008     6.345E-0008     5.656E-0008    21.3530
  46.3000     4.080E-0008     6.142E-0008     5.503E-0008    21.4729
  46.8000     3.951E-0008     5.947E-0008     5.356E-0008    21.5922
  47.3000     3.827E-0008     5.760E-0008     5.215E-0008    21.7111
  47.8000     3.708E-0008     5.581E-0008     5.078E-0008    21.8294
  48.3000     3.594E-0008     5.409E-0008     4.947E-0008    21.9472
  48.8000     3.485E-0008     5.244E-0008     4.821E-0008    22.0644
  49.3000     3.380E-0008     5.086E-0008     4.699E-0008    22.1812
  49.8000     3.279E-0008     4.934E-0008     4.581E-0008    22.2975
  50.3000     3.182E-0008     4.788E-0008     4.468E-0008    22.4133
  50.8000     3.089E-0008     4.648E-0008     4.358E-0008    22.5287
  51.3000     3.000E-0008     4.513E-0008     4.253E-0008    22.6436
  51.8000     2.914E-0008     4.384E-0008     4.151E-0008    22.7580
  52.3000     2.831E-0008     4.259E-0008     4.052E-0008    22.8720
  52.8000     2.751E-0008     4.139E-0008     3.957E-0008    22.9855
  53.3000     2.675E-0008     4.024E-0008     3.865E-0008    23.0986
  53.8000     2.601E-0008     3.912E-0008     3.775E-0008    23.2113
  54.3000     2.530E-0008     3.805E-0008     3.689E-0008    23.3235
  54.8000     2.461E-0008     3.702E-0008     3.606E-0008    23.4354
  55.3000     2.395E-0008     3.602E-0008     3.525E-0008    23.5469
  55.8000     2.331E-0008     3.506E-0008     3.447E-0008    23.6579
  56.3000     2.269E-0008     3.413E-0008     3.371E-0008    23.7686
  56.8000     2.210E-0008     3.323E-0008     3.297E-0008    23.8789
  57.3000     2.153E-0008     3.237E-0008     3.226E-0008    23.9888
  57.8000     2.097E-0008     3.154E-0008     3.157E-0008    24.0983
  58.3000     2.044E-0008     3.073E-0008     3.090E-0008    24.2075
  58.8000     1.992E-0008     2.995E-0008     3.025E-0008    24.3163
  59.3000     1.942E-0008     2.920E-0008     2.962E-0008    24.4248
  59.8000     1.894E-0008     2.847E-0008     2.901E-0008    24.5329
  60.3000     1.847E-0008     2.776E-0008     2.842E-0008    24.6407
  60.8000     1.802E-0008     2.708E-0008     2.784E-0008    24.7482
  61.3000     1.758E-0008     2.642E-0008     2.728E-0008    24.8553
  61.8000     1.716E-0008     2.579E-0008     2.673E-0008    24.9621
  62.3000     1.675E-0008     2.517E-0008     2.620E-0008    25.0686
  62.8000     1.635E-0008     2.457E-0008     2.569E-0008    25.1747
  63.3000     1.597E-0008     2.399E-0008     2.519E-0008    25.2806
  63.8000     1.560E-0008     2.343E-0008     2.470E-0008    25.3862
  64.3000     1.523E-0008     2.288E-0008     2.423E-0008    25.4914
  64.8000     1.488E-0008     2.236E-0008     2.377E-0008    25.5964
  65.3000     1.455E-0008     2.185E-0008     2.332E-0008    25.7011
  65.8000     1.422E-0008     2.135E-0008     2.288E-0008    25.8055
  66.3000     1.390E-0008     2.087E-0008     2.246E-0008    25.9096
  66.8000     1.359E-0008     2.040E-0008     2.204E-0008    26.0134
  67.3000     1.329E-0008     1.995E-0008     2.164E-0008    26.1170
  67.8000     1.299E-0008     1.951E-0008     2.125E-0008    26.2203
  68.3000     1.271E-0008     1.908E-0008     2.086E-0008    26.3233
  68.8000     1.244E-0008     1.867E-0008     2.049E-0008    26.4261
  69.3000     1.217E-0008     1.826E-0008     2.013E-0008    26.5286
  69.8000     1.191E-0008     1.787E-0008     1.977E-0008    26.6309
  70.3000     1.166E-0008     1.749E-0008     1.942E-0008    26.7329
  70.8000     1.141E-0008     1.712E-0008     1.909E-0008    26.8347
  71.3000     1.117E-0008     1.676E-0008     1.876E-0008    26.9363
  71.8000     1.094E-0008     1.641E-0008     1.844E-0008    27.0376
  72.3000     1.072E-0008     1.607E-0008     1.812E-0008    27.1387
  72.8000     1.050E-0008     1.574E-0008     1.782E-0008    27.2395
  73.3000     1.028E-0008     1.542E-0008     1.752E-0008    27.3401
  73.8000     1.008E-0008     1.511E-0008     1.722E-0008    27.4406
  74.3000     9.874E-0009     1.480E-0008     1.694E-0008    27.5407
  74.8000     9.677E-0009     1.451E-0008     1.666E-0008    27.6407
  75.3000     9.486E-0009     1.422E-0008     1.639E-0008    27.7405
  75.8000     9.299E-0009     1.394E-0008     1.612E-0008    27.8401
  76.3000     9.118E-0009     1.366E-0008     1.586E-0008    27.9394
  76.8000     8.941E-0009     1.340E-0008     1.561E-0008    28.0386
  77.3000     8.768E-0009     1.314E-0008     1.536E-0008    28.1375
  77.8000     8.600E-0009     1.288E-0008     1.512E-0008    28.2363
  78.3000     8.437E-0009     1.264E-0008     1.488E-0008    28.3348
  78.8000     8.277E-0009     1.239E-0008     1.465E-0008    28.4332
  79.3000     8.121E-0009     1.216E-0008     1.442E-0008    28.5314
  79.8000     7.970E-0009     1.193E-0008     1.420E-0008    28.6294
  80.3000     7.822E-0009     1.171E-0008     1.398E-0008    28.7273
  80.8000     7.678E-0009     1.149E-0008     1.377E-0008    28.8249
  81.3000     7.537E-0009     1.128E-0008     1.356E-0008    28.9224
  81.8000     7.399E-0009     1.107E-0008     1.336E-0008    29.0197
  82.3000     7.265E-0009     1.087E-0008     1.316E-0008    29.1168
  82.8000     7.135E-0009     1.067E-0008     1.296E-0008    29.2138
  83.3000     7.007E-0009     1.048E-0008     1.277E-0008    29.3106
  83.8000     6.882E-0009     1.029E-0008     1.258E-0008    29.4073
  84.3000     6.760E-0009     1.011E-0008     1.240E-0008    29.5038
  84.8000     6.642E-0009     9.927E-0009     1.222E-0008    29.6001
  85.3000     6.525E-0009     9.752E-0009     1.204E-0008    29.6963
  85.8000     6.412E-0009     9.581E-0009     1.187E-0008    29.7923
  86.3000     6.301E-0009     9.413E-0009     1.170E-0008    29.8882
  86.8000     6.193E-0009     9.250E-0009     1.154E-0008    29.9839
  87.3000     6.087E-0009     9.090E-0009     1.137E-0008    30.0795
  87.8000     5.984E-0009     8.934E-0009     1.121E-0008    30.1749
  88.3000     5.883E-0009     8.782E-0009     1.106E-0008    30.2702
  88.8000     5.784E-0009     8.632E-0009     1.090E-0008    30.3654
  89.3000     5.687E-0009     8.487E-0009     1.075E-0008    30.4604
  89.8000     5.593E-0009     8.344E-0009     1.061E-0008    30.5553
  90.3000     5.500E-0009     8.205E-0009     1.046E-0008    30.6501
  90.8000     5.410E-0009     8.068E-0009     1.032E-0008    30.7447
  91.3000     5.322E-0009     7.935E-0009     1.018E-0008    30.8392
  91.8000     5.235E-0009     7.804E-0009     1.004E-0008    30.9336
  92.3000     5.151E-0009     7.676E-0009     9.911E-0009    31.0279
  92.8000     5.068E-0009     7.551E-0009     9.779E-0009    31.1220
  93.3000     4.987E-0009     7.429E-0009     9.650E-0009    31.2160
  93.8000     4.907E-0009     7.309E-0009     9.524E-0009    31.3099
  94.3000     4.830E-0009     7.192E-0009     9.399E-0009    31.4037
  94.8000     4.754E-0009     7.077E-0009     9.277E-0009    31.4974
  95.3000     4.679E-0009     6.965E-0009     9.157E-0009    31.5910
  95.8000     4.606E-0009     6.855E-0009     9.040E-0009    31.6844
  96.3000     4.535E-0009     6.747E-0009     8.924E-0009    31.7778
  96.8000     4.465E-0009     6.641E-0009     8.810E-0009    31.8710
  97.3000     4.397E-0009     6.538E-0009     8.699E-0009    31.9641
  97.8000     4.330E-0009     6.437E-0009     8.589E-0009    32.0572
  98.3000     4.264E-0009     6.337E-0009     8.481E-0009    32.1501
  98.8000     4.199E-0009     6.240E-0009     8.376E-0009    32.2430
  99.3000     4.136E-0009     6.145E-0009     8.272E-0009    32.3357
  99.8000     4.074E-0009     6.051E-0009     8.169E-0009    32.4283
  100.3000     4.014E-0009     5.960E-0009     8.069E-0009    32.5209
  100.8000     3.954E-0009     5.870E-0009     7.970E-0009    32.6133
  101.3000     3.896E-0009     5.782E-0009     7.873E-0009    32.7057
  101.8000     3.839E-0009     5.695E-0009     7.778E-0009    32.7980
  102.3000     3.783E-0009     5.611E-0009     7.684E-0009    32.8902
  102.8000     3.728E-0009     5.528E-0009     7.592E-0009    32.9823
  103.3000     3.674E-0009     5.446E-0009     7.501E-0009    33.0743
  103.8000     3.621E-0009     5.367E-0009     7.412E-0009    33.1663
  104.3000     3.569E-0009     5.288E-0009     7.324E-0009    33.2581
  104.8000     3.519E-0009     5.211E-0009     7.238E-0009    33.3499
  105.3000     3.469E-0009     5.136E-0009     7.153E-0009    33.4416
  105.8000     3.420E-0009     5.062E-0009     7.070E-0009    33.5332
  106.3000     3.372E-0009     4.989E-0009     6.987E-0009    33.6248
  106.8000     3.325E-0009     4.918E-0009     6.907E-0009    33.7163
  107.3000     3.278E-0009     4.848E-0009     6.827E-0009    33.8077
  107.8000     3.233E-0009     4.780E-0009     6.749E-0009    33.8990
  108.3000     3.188E-0009     4.712E-0009     6.672E-0009    33.9903
  108.8000     3.145E-0009     4.646E-0009     6.596E-0009    34.0815
  109.3000     3.102E-0009     4.581E-0009     6.521E-0009    34.1726
  109.8000     3.059E-0009     4.517E-0009     6.448E-0009    34.2637
  110.3000     3.018E-0009     4.455E-0009     6.376E-0009    34.3547
  110.8000     2.977E-0009     4.393E-0009     6.305E-0009    34.4456
  111.3000     2.937E-0009     4.333E-0009     6.235E-0009    34.5365
  111.8000     2.898E-0009     4.274E-0009     6.166E-0009    34.6273
  112.3000     2.860E-0009     4.215E-0009     6.098E-0009    34.7180
  112.8000     2.822E-0009     4.158E-0009     6.031E-0009    34.8087
  113.3000     2.785E-0009     4.102E-0009     5.965E-0009    34.8994
  113.8000     2.748E-0009     4.047E-0009     5.900E-0009    34.9900
  114.3000     2.712E-0009     3.992E-0009     5.836E-0009    35.0805
  114.8000     2.677E-0009     3.939E-0009     5.773E-0009    35.1710
  115.3000     2.642E-0009     3.887E-0009     5.711E-0009    35.2614
  115.8000     2.608E-0009     3.835E-0009     5.650E-0009    35.3518
  116.3000     2.575E-0009     3.784E-0009     5.590E-0009    35.4421
  116.8000     2.542E-0009     3.735E-0009     5.530E-0009    35.5324
  117.3000     2.509E-0009     3.686E-0009     5.472E-0009    35.6227
  117.8000     2.478E-0009     3.637E-0009     5.414E-0009    35.7128
  118.3000     2.446E-0009     3.590E-0009     5.358E-0009    35.8030
  118.8000     2.415E-0009     3.544E-0009     5.302E-0009    35.8931
  119.3000     2.385E-0009     3.498E-0009     5.246E-0009    35.9832
  119.8000     2.356E-0009     3.453E-0009     5.192E-0009    36.0732
  120.3000     2.326E-0009     3.409E-0009     5.139E-0009    36.1632
  120.8000     2.297E-0009     3.365E-0009     5.086E-0009    36.2531
  121.3000     2.269E-0009     3.322E-0009     5.034E-0009    36.3430
  121.8000     2.241E-0009     3.280E-0009     4.982E-0009    36.4329
  122.3000     2.214E-0009     3.239E-0009     4.932E-0009    36.5227
  122.8000     2.187E-0009     3.198E-0009     4.882E-0009    36.6125
  123.3000     2.161E-0009     3.158E-0009     4.833E-0009    36.7022
  123.8000     2.134E-0009     3.118E-0009     4.784E-0009    36.7920
  124.3000     2.109E-0009     3.080E-0009     4.736E-0009    36.8817
  124.8000     2.084E-0009     3.041E-0009     4.689E-0009    36.9713
  125.3000     2.059E-0009     3.004E-0009     4.643E-0009    37.0610
  125.8000     2.034E-0009     2.967E-0009     4.597E-0009    37.1506
  126.3000     2.010E-0009     2.930E-0009     4.551E-0009    37.2401
  126.8000     1.987E-0009     2.895E-0009     4.507E-0009    37.3297
  127.3000     1.963E-0009     2.859E-0009     4.463E-0009    37.4192
  127.8000     1.940E-0009     2.825E-0009     4.419E-0009    37.5087
  128.3000     1.918E-0009     2.790E-0009     4.376E-0009    37.5982
  128.8000     1.895E-0009     2.757E-0009     4.334E-0009    37.6876
  129.3000     1.874E-0009     2.724E-0009     4.292E-0009    37.7771
  129.8000     1.852E-0009     2.691E-0009     4.251E-0009    37.8665
  130.3000     1.831E-0009     2.659E-0009     4.210E-0009    37.9558
  130.8000     1.810E-0009     2.627E-0009     4.170E-0009    38.0452
  131.3000     1.789E-0009     2.596E-0009     4.131E-0009    38.1346
  131.8000     1.769E-0009     2.565E-0009     4.091E-0009    38.2239
  132.3000     1.749E-0009     2.535E-0009     4.053E-0009    38.3132
  132.8000     1.729E-0009     2.505E-0009     4.015E-0009    38.4025
  133.3000     1.710E-0009     2.476E-0009     3.977E-0009    38.4918
  133.8000     1.691E-0009     2.447E-0009     3.940E-0009    38.5810
  134.3000     1.672E-0009     2.419E-0009     3.903E-0009    38.6703
  134.8000     1.653E-0009     2.390E-0009     3.867E-0009    38.7595
  135.3000     1.635E-0009     2.363E-0009     3.832E-0009    38.8487
  135.8000     1.617E-0009     2.336E-0009     3.796E-0009    38.9379
  136.3000     1.599E-0009     2.309E-0009     3.761E-0009    39.0271
  136.8000     1.582E-0009     2.282E-0009     3.727E-0009    39.1163
  137.3000     1.565E-0009     2.256E-0009     3.693E-0009    39.2055
  137.8000     1.548E-0009     2.231E-0009     3.660E-0009    39.2947
  138.3000     1.531E-0009     2.205E-0009     3.626E-0009    39.3839
  138.8000     1.515E-0009     2.180E-0009     3.594E-0009    39.4730
  139.3000     1.498E-0009     2.156E-0009     3.561E-0009    39.5622
  139.8000     1.482E-0009     2.131E-0009     3.530E-0009    39.6513
  140.3000     1.466E-0009     2.108E-0009     3.498E-0009    39.7405
  140.8000     1.451E-0009     2.084E-0009     3.467E-0009    39.8296
  141.3000     1.436E-0009     2.061E-0009     3.436E-0009    39.9187
  141.8000     1.420E-0009     2.038E-0009     3.406E-0009    40.0079
  142.3000     1.406E-0009     2.015E-0009     3.376E-0009    40.0970
  142.8000     1.391E-0009     1.993E-0009     3.346E-0009    40.1861
  143.3000     1.376E-0009     1.971E-0009     3.317E-0009    40.2753
  143.8000     1.362E-0009     1.949E-0009     3.288E-0009    40.3644
  144.3000     1.348E-0009     1.928E-0009     3.259E-0009    40.4535
  144.8000     1.334E-0009     1.907E-0009     3.231E-0009    40.5426
  145.3000     1.320E-0009     1.886E-0009     3.203E-0009    40.6318
  145.8000     1.307E-0009     1.866E-0009     3.175E-0009    40.7209
  146.3000     1.293E-0009     1.846E-0009     3.148E-0009    40.8101
  146.8000     1.280E-0009     1.826E-0009     3.121E-0009    40.8992
  147.3000     1.267E-0009     1.806E-0009     3.095E-0009    40.9883
  147.8000     1.254E-0009     1.787E-0009     3.068E-0009    41.0775
  148.3000     1.242E-0009     1.767E-0009     3.042E-0009    41.1667
  148.8000     1.229E-0009     1.749E-0009     3.017E-0009    41.2558
  149.3000     1.217E-0009     1.730E-0009     2.991E-0009    41.3450
  149.8000     1.205E-0009     1.711E-0009     2.966E-0009    41.4342
  150.3000     1.193E-0009     1.693E-0009     2.941E-0009    41.5234
  150.8000     1.181E-0009     1.675E-0009     2.917E-0009    41.6126
  151.3000     1.169E-0009     1.658E-0009     2.892E-0009    41.7018
  151.8000     1.158E-0009     1.640E-0009     2.868E-0009    41.7910
  152.3000     1.146E-0009     1.623E-0009     2.844E-0009    41.8803
  152.8000     1.135E-0009     1.606E-0009     2.821E-0009    41.9695
  153.3000     1.124E-0009     1.589E-0009     2.798E-0009    42.0588
  153.8000     1.113E-0009     1.573E-0009     2.775E-0009    42.1480
  154.3000     1.102E-0009     1.557E-0009     2.752E-0009    42.2373
  154.8000     1.092E-0009     1.541E-0009     2.730E-0009    42.3266
  155.3000     1.081E-0009     1.525E-0009     2.707E-0009    42.4159
  155.8000     1.071E-0009     1.509E-0009     2.686E-0009    42.5052
  156.3000     1.061E-0009     1.493E-0009     2.664E-0009    42.5946
  156.8000     1.051E-0009     1.478E-0009     2.642E-0009    42.6839
  157.3000     1.041E-0009     1.463E-0009     2.621E-0009    42.7733
  157.8000     1.031E-0009     1.448E-0009     2.600E-0009    42.8627
  158.3000     1.021E-0009     1.433E-0009     2.579E-0009    42.9521
  158.8000     1.011E-0009     1.419E-0009     2.559E-0009    43.0416
  159.3000     1.002E-0009     1.405E-0009     2.538E-0009    43.1310
  159.8000     9.925E-0010     1.390E-0009     2.518E-0009    43.2205
  160.3000     9.832E-0010     1.376E-0009     2.498E-0009    43.3100
  160.8000     9.741E-0010     1.363E-0009     2.479E-0009    43.3995
  161.3000     9.651E-0010     1.349E-0009     2.459E-0009    43.4890
  161.8000     9.561E-0010     1.335E-0009     2.440E-0009    43.5785
  162.3000     9.473E-0010     1.322E-0009     2.421E-0009    43.6681
  162.8000     9.386E-0010     1.309E-0009     2.402E-0009    43.7577
  163.3000     9.300E-0010     1.296E-0009     2.383E-0009    43.8473
  163.8000     9.215E-0010     1.283E-0009     2.365E-0009    43.9370
  164.3000     9.132E-0010     1.270E-0009     2.347E-0009    44.0266
  164.8000     9.049E-0010     1.258E-0009     2.329E-0009    44.1163
  165.3000     8.967E-0010     1.246E-0009     2.311E-0009    44.2060
  165.8000     8.886E-0010     1.233E-0009     2.293E-0009    44.2958
  166.3000     8.806E-0010     1.221E-0009     2.275E-0009    44.3855
  166.8000     8.727E-0010     1.209E-0009     2.258E-0009    44.4753
  167.3000     8.649E-0010     1.198E-0009     2.241E-0009    44.5652
  167.8000     8.572E-0010     1.186E-0009     2.224E-0009    44.6550
  168.3000     8.496E-0010     1.174E-0009     2.207E-0009    44.7449
  168.8000     8.420E-0010     1.163E-0009     2.190E-0009    44.8348
  169.3000     8.346E-0010     1.152E-0009     2.174E-0009    44.9247
  169.8000     8.273E-0010     1.141E-0009     2.158E-0009    45.0147
  170.3000     8.200E-0010     1.130E-0009     2.141E-0009    45.1047
  170.8000     8.128E-0010     1.119E-0009     2.125E-0009    45.1947
  171.3000     8.057E-0010     1.108E-0009     2.110E-0009    45.2847
  171.8000     7.987E-0010     1.098E-0009     2.094E-0009    45.3748
  172.3000     7.918E-0010     1.087E-0009     2.078E-0009    45.4649
  172.8000     7.849E-0010     1.077E-0009     2.063E-0009    45.5551
  173.3000     7.781E-0010     1.067E-0009     2.048E-0009    45.6452
  173.8000     7.714E-0010     1.057E-0009     2.033E-0009    45.7354
  174.3000     7.648E-0010     1.047E-0009     2.018E-0009    45.8257
  174.8000     7.583E-0010     1.037E-0009     2.003E-0009    45.9160
  175.3000     7.518E-0010     1.027E-0009     1.989E-0009    46.0063
  175.8000     7.454E-0010     1.017E-0009     1.974E-0009    46.0966
  176.3000     7.391E-0010     1.008E-0009     1.960E-0009    46.1870
  176.8000     7.328E-0010     9.985E-0010     1.946E-0009    46.2774
  177.3000     7.267E-0010     9.891E-0010     1.932E-0009    46.3678
  177.8000     7.205E-0010     9.799E-0010     1.918E-0009    46.4583
  178.3000     7.145E-0010     9.708E-0010     1.904E-0009    46.5488
  178.8000     7.085E-0010     9.618E-0010     1.890E-0009    46.6394
  179.3000     7.026E-0010     9.529E-0010     1.877E-0009    46.7300
  179.8000     6.968E-0010     9.441E-0010     1.863E-0009    46.8206
  180.3000     6.910E-0010     9.354E-0010     1.850E-0009    46.9113
  180.8000     6.853E-0010     9.268E-0010     1.837E-0009    47.0020
  181.3000     6.796E-0010     9.183E-0010     1.824E-0009    47.0927
  181.8000     6.740E-0010     9.099E-0010     1.811E-0009    47.1835
  182.3000     6.685E-0010     9.016E-0010     1.798E-0009    47.2743
  182.8000     6.630E-0010     8.934E-0010     1.786E-0009    47.3652
  183.3000     6.576E-0010     8.853E-0010     1.773E-0009    47.4561
  183.8000     6.523E-0010     8.772E-0010     1.761E-0009    47.5470
  184.3000     6.470E-0010     8.693E-0010     1.748E-0009    47.6380
  184.8000     6.417E-0010     8.614E-0010     1.736E-0009    47.7291
  185.3000     6.365E-0010     8.536E-0010     1.724E-0009    47.8201
  185.8000     6.314E-0010     8.459E-0010     1.712E-0009    47.9112
  186.3000     6.263E-0010     8.383E-0010     1.700E-0009    48.0024
  186.8000     6.213E-0010     8.308E-0010     1.689E-0009    48.0936
  187.3000     6.164E-0010     8.233E-0010     1.677E-0009    48.1848
  187.8000     6.115E-0010     8.159E-0010     1.665E-0009    48.2761
  188.3000     6.066E-0010     8.087E-0010     1.654E-0009    48.3674
  188.8000     6.018E-0010     8.014E-0010     1.643E-0009    48.4587
  189.3000     5.970E-0010     7.943E-0010     1.632E-0009    48.5501
  189.8000     5.923E-0010     7.873E-0010     1.620E-0009    48.6416
  190.3000     5.877E-0010     7.803E-0010     1.609E-0009    48.7331
  190.8000     5.831E-0010     7.734E-0010     1.599E-0009    48.8246
  191.3000     5.785E-0010     7.665E-0010     1.588E-0009    48.9162
  191.8000     5.740E-0010     7.598E-0010     1.577E-0009    49.0078
  192.3000     5.695E-0010     7.531E-0010     1.566E-0009    49.0995
  192.8000     5.651E-0010     7.465E-0010     1.556E-0009    49.1912
  193.3000     5.607E-0010     7.399E-0010     1.545E-0009    49.2830
  193.8000     5.564E-0010     7.334E-0010     1.535E-0009    49.3748
  194.3000     5.521E-0010     7.270E-0010     1.525E-0009    49.4667
  194.8000     5.479E-0010     7.207E-0010     1.515E-0009    49.5586
  195.3000     5.437E-0010     7.144E-0010     1.505E-0009    49.6505
  195.8000     5.395E-0010     7.082E-0010     1.495E-0009    49.7426
  196.3000     5.354E-0010     7.020E-0010     1.485E-0009    49.8346
  196.8000     5.313E-0010     6.960E-0010     1.475E-0009    49.9267
  197.3000     5.273E-0010     6.899E-0010     1.465E-0009    50.0189
  197.8000     5.233E-0010     6.840E-0010     1.456E-0009    50.1111
  198.3000     5.194E-0010     6.781E-0010     1.446E-0009    50.2033
  198.8000     5.155E-0010     6.722E-0010     1.437E-0009    50.2956
