   KT           JONSWAP          OUR           ELFOUHAILY             WT  
  28.8000     1.695E-0007     1.454E-0007     1.475E-0007    16.8525
  29.3000     1.610E-0007     1.381E-0007     1.391E-0007    17.0000
  29.8000     1.530E-0007     1.312E-0007     1.312E-0007    17.1464
  30.3000     1.456E-0007     1.248E-0007     1.240E-0007    17.2916
  30.8000     1.386E-0007     1.189E-0007     1.172E-0007    17.4357
  31.3000     1.321E-0007     1.133E-0007     1.109E-0007    17.5787
  31.8000     1.259E-0007     1.080E-0007     1.051E-0007    17.7206
  32.3000     1.202E-0007     1.031E-0007     9.962E-0008    17.8615
  32.8000     1.148E-0007     9.842E-0008     9.452E-0008    18.0014
  33.3000     1.097E-0007     9.405E-0008     8.975E-0008    18.1404
  33.8000     1.049E-0007     8.993E-0008     8.529E-0008    18.2783
  34.3000     1.004E-0007     8.606E-0008     8.111E-0008    18.4154
  34.8000     9.609E-0008     8.240E-0008     7.720E-0008    18.5515
  35.3000     9.207E-0008     7.895E-0008     7.353E-0008    18.6868
  35.8000     8.826E-0008     7.568E-0008     7.008E-0008    18.8211
  36.3000     8.467E-0008     7.260E-0008     6.684E-0008    18.9547
  36.8000     8.126E-0008     6.968E-0008     6.379E-0008    19.0874
  37.3000     7.804E-0008     6.691E-0008     6.092E-0008    19.2193
  37.8000     7.498E-0008     6.429E-0008     5.822E-0008    19.3504
  38.3000     7.208E-0008     6.180E-0008     5.567E-0008    19.4807
  38.8000     6.933E-0008     5.944E-0008     5.326E-0008    19.6103
  39.3000     6.672E-0008     5.720E-0008     5.099E-0008    19.7391
  39.8000     6.424E-0008     5.507E-0008     4.885E-0008    19.8672
  40.3000     6.187E-0008     5.305E-0008     4.682E-0008    19.9946
  40.8000     5.963E-0008     5.112E-0008     4.490E-0008    20.1213
  41.3000     5.749E-0008     4.928E-0008     4.308E-0008    20.2473
  41.8000     5.545E-0008     4.754E-0008     4.136E-0008    20.3726
  42.3000     5.351E-0008     4.587E-0008     3.973E-0008    20.4973
  42.8000     5.165E-0008     4.428E-0008     3.818E-0008    20.6214
  43.3000     4.988E-0008     4.276E-0008     3.671E-0008    20.7448
  43.8000     4.820E-0008     4.131E-0008     3.532E-0008    20.8676
  44.3000     4.658E-0008     3.993E-0008     3.399E-0008    20.9898
  44.8000     4.504E-0008     3.861E-0008     3.273E-0008    21.1115
  45.3000     4.357E-0008     3.734E-0008     3.153E-0008    21.2325
  45.8000     4.215E-0008     3.613E-0008     3.039E-0008    21.3530
  46.3000     4.080E-0008     3.497E-0008     2.930E-0008    21.4729
  46.8000     3.951E-0008     3.386E-0008     2.826E-0008    21.5922
  47.3000     3.827E-0008     3.280E-0008     2.727E-0008    21.7111
  47.8000     3.708E-0008     3.178E-0008     2.633E-0008    21.8294
  48.3000     3.594E-0008     3.080E-0008     2.543E-0008    21.9472
  48.8000     3.485E-0008     2.986E-0008     2.457E-0008    22.0644
  49.3000     3.380E-0008     2.896E-0008     2.375E-0008    22.1812
  49.8000     3.279E-0008     2.810E-0008     2.296E-0008    22.2975
  50.3000     3.182E-0008     2.727E-0008     2.221E-0008    22.4133
  50.8000     3.089E-0008     2.647E-0008     2.149E-0008    22.5287
  51.3000     3.000E-0008     2.570E-0008     2.081E-0008    22.6436
  51.8000     2.914E-0008     2.496E-0008     2.015E-0008    22.7580
  52.3000     2.831E-0008     2.425E-0008     1.952E-0008    22.8720
  52.8000     2.751E-0008     2.357E-0008     1.891E-0008    22.9855
  53.3000     2.675E-0008     2.291E-0008     1.833E-0008    23.0986
  53.8000     2.601E-0008     2.228E-0008     1.778E-0008    23.2113
  54.3000     2.530E-0008     2.167E-0008     1.724E-0008    23.3235
  54.8000     2.461E-0008     2.108E-0008     1.673E-0008    23.4354
  55.3000     2.395E-0008     2.051E-0008     1.624E-0008    23.5469
  55.8000     2.331E-0008     1.996E-0008     1.577E-0008    23.6579
  56.3000     2.269E-0008     1.943E-0008     1.531E-0008    23.7686
  56.8000     2.210E-0008     1.892E-0008     1.488E-0008    23.8789
  57.3000     2.153E-0008     1.843E-0008     1.446E-0008    23.9888
  57.8000     2.097E-0008     1.796E-0008     1.405E-0008    24.0983
  58.3000     2.044E-0008     1.750E-0008     1.367E-0008    24.2075
  58.8000     1.992E-0008     1.705E-0008     1.329E-0008    24.3163
  59.3000     1.942E-0008     1.662E-0008     1.293E-0008    24.4248
  59.8000     1.894E-0008     1.621E-0008     1.258E-0008    24.5329
  60.3000     1.847E-0008     1.581E-0008     1.225E-0008    24.6407
  60.8000     1.802E-0008     1.542E-0008     1.193E-0008    24.7482
  61.3000     1.758E-0008     1.505E-0008     1.162E-0008    24.8553
  61.8000     1.716E-0008     1.468E-0008     1.132E-0008    24.9621
  62.3000     1.675E-0008     1.433E-0008     1.103E-0008    25.0686
  62.8000     1.635E-0008     1.399E-0008     1.075E-0008    25.1747
  63.3000     1.597E-0008     1.366E-0008     1.048E-0008    25.2806
  63.8000     1.559E-0008     1.334E-0008     1.022E-0008    25.3862
  64.3000     1.523E-0008     1.303E-0008     9.964E-0009    25.4914
  64.8000     1.488E-0008     1.273E-0008     9.721E-0009    25.5964
  65.3000     1.454E-0008     1.244E-0008     9.485E-0009    25.7011
  65.8000     1.422E-0008     1.216E-0008     9.258E-0009    25.8055
  66.3000     1.390E-0008     1.188E-0008     9.038E-0009    25.9096
  66.8000     1.359E-0008     1.162E-0008     8.825E-0009    26.0134
  67.3000     1.329E-0008     1.136E-0008     8.619E-0009    26.1170
  67.8000     1.299E-0008     1.111E-0008     8.419E-0009    26.2203
  68.3000     1.271E-0008     1.086E-0008     8.226E-0009    26.3233
  68.8000     1.244E-0008     1.063E-0008     8.039E-0009    26.4261
  69.3000     1.217E-0008     1.040E-0008     7.858E-0009    26.5286
  69.8000     1.191E-0008     1.018E-0008     7.682E-0009    26.6309
  70.3000     1.166E-0008     9.960E-0009     7.512E-0009    26.7329
  70.8000     1.141E-0008     9.749E-0009     7.347E-0009    26.8347
  71.3000     1.117E-0008     9.545E-0009     7.187E-0009    26.9363
  71.8000     1.094E-0008     9.346E-0009     7.032E-0009    27.0376
  72.3000     1.072E-0008     9.152E-0009     6.881E-0009    27.1387
  72.8000     1.050E-0008     8.964E-0009     6.735E-0009    27.2395
  73.3000     1.028E-0008     8.781E-0009     6.593E-0009    27.3401
  73.8000     1.008E-0008     8.602E-0009     6.455E-0009    27.4406
  74.3000     9.874E-0009     8.429E-0009     6.321E-0009    27.5407
  74.8000     9.677E-0009     8.260E-0009     6.191E-0009    27.6407
  75.3000     9.486E-0009     8.095E-0009     6.065E-0009    27.7405
  75.8000     9.299E-0009     7.935E-0009     5.942E-0009    27.8401
  76.3000     9.117E-0009     7.779E-0009     5.823E-0009    27.9394
  76.8000     8.941E-0009     7.627E-0009     5.707E-0009    28.0386
  77.3000     8.768E-0009     7.479E-0009     5.594E-0009    28.1375
  77.8000     8.600E-0009     7.335E-0009     5.485E-0009    28.2363
  78.3000     8.437E-0009     7.194E-0009     5.378E-0009    28.3348
  78.8000     8.277E-0009     7.057E-0009     5.274E-0009    28.4332
  79.3000     8.121E-0009     6.924E-0009     5.173E-0009    28.5314
  79.8000     7.970E-0009     6.793E-0009     5.075E-0009    28.6294
  80.3000     7.822E-0009     6.666E-0009     4.979E-0009    28.7273
  80.8000     7.677E-0009     6.542E-0009     4.886E-0009    28.8249
  81.3000     7.537E-0009     6.421E-0009     4.795E-0009    28.9224
  81.8000     7.399E-0009     6.303E-0009     4.707E-0009    29.0197
  82.3000     7.265E-0009     6.188E-0009     4.621E-0009    29.1168
  82.8000     7.134E-0009     6.076E-0009     4.537E-0009    29.2138
  83.3000     7.007E-0009     5.966E-0009     4.455E-0009    29.3106
  83.8000     6.882E-0009     5.859E-0009     4.376E-0009    29.4073
  84.3000     6.760E-0009     5.755E-0009     4.298E-0009    29.5038
  84.8000     6.641E-0009     5.652E-0009     4.222E-0009    29.6001
  85.3000     6.525E-0009     5.553E-0009     4.148E-0009    29.6963
  85.8000     6.412E-0009     5.455E-0009     4.076E-0009    29.7923
  86.3000     6.301E-0009     5.360E-0009     4.006E-0009    29.8882
  86.8000     6.193E-0009     5.267E-0009     3.937E-0009    29.9839
  87.3000     6.087E-0009     5.176E-0009     3.870E-0009    30.0795
  87.8000     5.984E-0009     5.087E-0009     3.805E-0009    30.1749
  88.3000     5.883E-0009     5.000E-0009     3.741E-0009    30.2702
  88.8000     5.784E-0009     4.915E-0009     3.678E-0009    30.3654
  89.3000     5.687E-0009     4.832E-0009     3.618E-0009    30.4604
  89.8000     5.593E-0009     4.751E-0009     3.558E-0009    30.5553
  90.3000     5.500E-0009     4.672E-0009     3.500E-0009    30.6501
  90.8000     5.410E-0009     4.594E-0009     3.443E-0009    30.7447
  91.3000     5.322E-0009     4.518E-0009     3.388E-0009    30.8392
  91.8000     5.235E-0009     4.444E-0009     3.334E-0009    30.9336
  92.3000     5.150E-0009     4.371E-0009     3.281E-0009    31.0279
  92.8000     5.068E-0009     4.300E-0009     3.229E-0009    31.1220
  93.3000     4.987E-0009     4.230E-0009     3.178E-0009    31.2160
  93.8000     4.907E-0009     4.162E-0009     3.129E-0009    31.3099
  94.3000     4.830E-0009     4.095E-0009     3.080E-0009    31.4037
  94.8000     4.754E-0009     4.030E-0009     3.033E-0009    31.4974
  95.3000     4.679E-0009     3.966E-0009     2.986E-0009    31.5910
  95.8000     4.606E-0009     3.903E-0009     2.941E-0009    31.6844
  96.3000     4.535E-0009     3.842E-0009     2.897E-0009    31.7778
  96.8000     4.465E-0009     3.782E-0009     2.853E-0009    31.8710
  97.3000     4.397E-0009     3.723E-0009     2.811E-0009    31.9641
  97.8000     4.329E-0009     3.665E-0009     2.769E-0009    32.0572
  98.3000     4.264E-0009     3.608E-0009     2.728E-0009    32.1501
  98.8000     4.199E-0009     3.553E-0009     2.689E-0009    32.2430
  99.3000     4.136E-0009     3.499E-0009     2.649E-0009    32.3357
  99.8000     4.074E-0009     3.446E-0009     2.611E-0009    32.4283
  100.3000     4.014E-0009     3.393E-0009     2.574E-0009    32.5209
  100.8000     3.954E-0009     3.342E-0009     2.537E-0009    32.6133
  101.3000     3.896E-0009     3.292E-0009     2.501E-0009    32.7057
  101.8000     3.839E-0009     3.243E-0009     2.466E-0009    32.7980
  102.3000     3.783E-0009     3.195E-0009     2.431E-0009    32.8902
  102.8000     3.728E-0009     3.148E-0009     2.397E-0009    32.9823
  103.3000     3.674E-0009     3.101E-0009     2.364E-0009    33.0743
  103.8000     3.621E-0009     3.056E-0009     2.332E-0009    33.1663
  104.3000     3.569E-0009     3.011E-0009     2.300E-0009    33.2581
  104.8000     3.519E-0009     2.967E-0009     2.268E-0009    33.3499
  105.3000     3.469E-0009     2.924E-0009     2.238E-0009    33.4416
  105.8000     3.420E-0009     2.882E-0009     2.207E-0009    33.5332
  106.3000     3.372E-0009     2.841E-0009     2.178E-0009    33.6248
  106.8000     3.325E-0009     2.800E-0009     2.149E-0009    33.7163
  107.3000     3.278E-0009     2.761E-0009     2.121E-0009    33.8077
  107.8000     3.233E-0009     2.722E-0009     2.093E-0009    33.8990
  108.3000     3.188E-0009     2.683E-0009     2.065E-0009    33.9903
  108.8000     3.145E-0009     2.646E-0009     2.038E-0009    34.0815
  109.3000     3.102E-0009     2.609E-0009     2.012E-0009    34.1726
  109.8000     3.059E-0009     2.572E-0009     1.986E-0009    34.2637
  110.3000     3.018E-0009     2.537E-0009     1.961E-0009    34.3547
  110.8000     2.977E-0009     2.502E-0009     1.936E-0009    34.4456
  111.3000     2.937E-0009     2.467E-0009     1.911E-0009    34.5365
  111.8000     2.898E-0009     2.433E-0009     1.887E-0009    34.6273
  112.3000     2.860E-0009     2.400E-0009     1.864E-0009    34.7180
  112.8000     2.822E-0009     2.368E-0009     1.840E-0009    34.8087
  113.3000     2.785E-0009     2.336E-0009     1.818E-0009    34.8994
  113.8000     2.748E-0009     2.304E-0009     1.795E-0009    34.9900
  114.3000     2.712E-0009     2.273E-0009     1.773E-0009    35.0805
  114.8000     2.677E-0009     2.243E-0009     1.751E-0009    35.1710
  115.3000     2.642E-0009     2.213E-0009     1.730E-0009    35.2614
  115.8000     2.608E-0009     2.184E-0009     1.709E-0009    35.3518
  116.3000     2.575E-0009     2.155E-0009     1.689E-0009    35.4421
  116.8000     2.542E-0009     2.126E-0009     1.669E-0009    35.5324
  117.3000     2.509E-0009     2.099E-0009     1.649E-0009    35.6227
  117.8000     2.478E-0009     2.071E-0009     1.629E-0009    35.7128
  118.3000     2.446E-0009     2.044E-0009     1.610E-0009    35.8030
  118.8000     2.415E-0009     2.018E-0009     1.591E-0009    35.8931
  119.3000     2.385E-0009     1.992E-0009     1.573E-0009    35.9832
  119.8000     2.355E-0009     1.966E-0009     1.554E-0009    36.0732
  120.3000     2.326E-0009     1.941E-0009     1.536E-0009    36.1632
  120.8000     2.297E-0009     1.916E-0009     1.519E-0009    36.2531
  121.3000     2.269E-0009     1.892E-0009     1.501E-0009    36.3430
  121.8000     2.241E-0009     1.868E-0009     1.484E-0009    36.4329
  122.3000     2.214E-0009     1.844E-0009     1.468E-0009    36.5227
  122.8000     2.187E-0009     1.821E-0009     1.451E-0009    36.6125
  123.3000     2.161E-0009     1.798E-0009     1.435E-0009    36.7022
  123.8000     2.134E-0009     1.776E-0009     1.419E-0009    36.7920
  124.3000     2.109E-0009     1.754E-0009     1.403E-0009    36.8817
  124.8000     2.084E-0009     1.732E-0009     1.387E-0009    36.9713
  125.3000     2.059E-0009     1.710E-0009     1.372E-0009    37.0610
  125.8000     2.034E-0009     1.689E-0009     1.357E-0009    37.1506
  126.3000     2.010E-0009     1.669E-0009     1.342E-0009    37.2401
  126.8000     1.987E-0009     1.648E-0009     1.328E-0009    37.3297
  127.3000     1.963E-0009     1.628E-0009     1.313E-0009    37.4192
  127.8000     1.940E-0009     1.608E-0009     1.299E-0009    37.5087
  128.3000     1.918E-0009     1.589E-0009     1.285E-0009    37.5982
  128.8000     1.895E-0009     1.570E-0009     1.272E-0009    37.6876
  129.3000     1.874E-0009     1.551E-0009     1.258E-0009    37.7771
  129.8000     1.852E-0009     1.532E-0009     1.245E-0009    37.8665
  130.3000     1.831E-0009     1.514E-0009     1.232E-0009    37.9558
  130.8000     1.810E-0009     1.496E-0009     1.219E-0009    38.0452
  131.3000     1.789E-0009     1.478E-0009     1.206E-0009    38.1346
  131.8000     1.769E-0009     1.461E-0009     1.194E-0009    38.2239
  132.3000     1.749E-0009     1.443E-0009     1.181E-0009    38.3132
  132.8000     1.729E-0009     1.426E-0009     1.169E-0009    38.4025
  133.3000     1.710E-0009     1.410E-0009     1.157E-0009    38.4918
  133.8000     1.691E-0009     1.393E-0009     1.145E-0009    38.5810
  134.3000     1.672E-0009     1.377E-0009     1.134E-0009    38.6703
  134.8000     1.653E-0009     1.361E-0009     1.122E-0009    38.7595
  135.3000     1.635E-0009     1.345E-0009     1.111E-0009    38.8487
  135.8000     1.617E-0009     1.330E-0009     1.100E-0009    38.9379
  136.3000     1.599E-0009     1.315E-0009     1.089E-0009    39.0271
  136.8000     1.582E-0009     1.300E-0009     1.078E-0009    39.1163
  137.3000     1.565E-0009     1.285E-0009     1.067E-0009    39.2055
  137.8000     1.548E-0009     1.270E-0009     1.057E-0009    39.2947
  138.3000     1.531E-0009     1.256E-0009     1.046E-0009    39.3839
  138.8000     1.515E-0009     1.241E-0009     1.036E-0009    39.4730
  139.3000     1.498E-0009     1.227E-0009     1.026E-0009    39.5622
  139.8000     1.482E-0009     1.214E-0009     1.016E-0009    39.6513
  140.3000     1.466E-0009     1.200E-0009     1.006E-0009    39.7405
  140.8000     1.451E-0009     1.187E-0009     9.965E-0010    39.8296
  141.3000     1.436E-0009     1.173E-0009     9.869E-0010    39.9187
  141.8000     1.420E-0009     1.160E-0009     9.775E-0010    40.0079
  142.3000     1.406E-0009     1.147E-0009     9.681E-0010    40.0970
  142.8000     1.391E-0009     1.135E-0009     9.590E-0010    40.1861
  143.3000     1.376E-0009     1.122E-0009     9.499E-0010    40.2753
  143.8000     1.362E-0009     1.110E-0009     9.410E-0010    40.3644
  144.3000     1.348E-0009     1.098E-0009     9.321E-0010    40.4535
  144.8000     1.334E-0009     1.086E-0009     9.234E-0010    40.5426
  145.3000     1.320E-0009     1.074E-0009     9.148E-0010    40.6318
  145.8000     1.307E-0009     1.062E-0009     9.063E-0010    40.7209
  146.3000     1.293E-0009     1.051E-0009     8.980E-0010    40.8101
  146.8000     1.280E-0009     1.039E-0009     8.897E-0010    40.8992
  147.3000     1.267E-0009     1.028E-0009     8.816E-0010    40.9883
  147.8000     1.254E-0009     1.017E-0009     8.735E-0010    41.0775
  148.3000     1.242E-0009     1.006E-0009     8.656E-0010    41.1667
  148.8000     1.229E-0009     9.956E-0010     8.577E-0010    41.2558
  149.3000     1.217E-0009     9.850E-0010     8.500E-0010    41.3450
  149.8000     1.205E-0009     9.745E-0010     8.423E-0010    41.4342
  150.3000     1.193E-0009     9.642E-0010     8.348E-0010    41.5234
  150.8000     1.181E-0009     9.540E-0010     8.273E-0010    41.6126
  151.3000     1.169E-0009     9.440E-0010     8.199E-0010    41.7018
  151.8000     1.158E-0009     9.340E-0010     8.126E-0010    41.7910
  152.3000     1.146E-0009     9.242E-0010     8.055E-0010    41.8803
  152.8000     1.135E-0009     9.146E-0010     7.984E-0010    41.9695
  153.3000     1.124E-0009     9.050E-0010     7.914E-0010    42.0588
  153.8000     1.113E-0009     8.956E-0010     7.844E-0010    42.1480
  154.3000     1.102E-0009     8.863E-0010     7.776E-0010    42.2373
  154.8000     1.092E-0009     8.772E-0010     7.708E-0010    42.3266
  155.3000     1.081E-0009     8.681E-0010     7.642E-0010    42.4159
  155.8000     1.071E-0009     8.592E-0010     7.576E-0010    42.5052
  156.3000     1.061E-0009     8.504E-0010     7.511E-0010    42.5946
  156.8000     1.051E-0009     8.417E-0010     7.446E-0010    42.6839
  157.3000     1.041E-0009     8.331E-0010     7.383E-0010    42.7733
  157.8000     1.031E-0009     8.246E-0010     7.320E-0010    42.8627
  158.3000     1.021E-0009     8.162E-0010     7.258E-0010    42.9521
  158.8000     1.011E-0009     8.079E-0010     7.196E-0010    43.0416
  159.3000     1.002E-0009     7.997E-0010     7.136E-0010    43.1310
  159.8000     9.925E-0010     7.917E-0010     7.076E-0010    43.2205
  160.3000     9.832E-0010     7.837E-0010     7.017E-0010    43.3100
  160.8000     9.741E-0010     7.758E-0010     6.958E-0010    43.3995
  161.3000     9.651E-0010     7.681E-0010     6.900E-0010    43.4890
  161.8000     9.561E-0010     7.604E-0010     6.843E-0010    43.5785
  162.3000     9.473E-0010     7.528E-0010     6.787E-0010    43.6681
  162.8000     9.386E-0010     7.453E-0010     6.731E-0010    43.7577
  163.3000     9.300E-0010     7.379E-0010     6.675E-0010    43.8473
  163.8000     9.215E-0010     7.306E-0010     6.621E-0010    43.9370
  164.3000     9.131E-0010     7.234E-0010     6.567E-0010    44.0266
  164.8000     9.049E-0010     7.163E-0010     6.513E-0010    44.1163
  165.3000     8.967E-0010     7.092E-0010     6.461E-0010    44.2060
  165.8000     8.886E-0010     7.023E-0010     6.408E-0010    44.2958
  166.3000     8.806E-0010     6.954E-0010     6.357E-0010    44.3855
  166.8000     8.727E-0010     6.886E-0010     6.306E-0010    44.4753
  167.3000     8.649E-0010     6.819E-0010     6.255E-0010    44.5652
  167.8000     8.572E-0010     6.753E-0010     6.205E-0010    44.6550
  168.3000     8.496E-0010     6.688E-0010     6.156E-0010    44.7449
  168.8000     8.420E-0010     6.623E-0010     6.107E-0010    44.8348
  169.3000     8.346E-0010     6.559E-0010     6.059E-0010    44.9247
  169.8000     8.273E-0010     6.496E-0010     6.011E-0010    45.0147
  170.3000     8.200E-0010     6.433E-0010     5.964E-0010    45.1047
  170.8000     8.128E-0010     6.372E-0010     5.917E-0010    45.1947
  171.3000     8.057E-0010     6.311E-0010     5.871E-0010    45.2847
  171.8000     7.987E-0010     6.250E-0010     5.825E-0010    45.3748
  172.3000     7.918E-0010     6.191E-0010     5.780E-0010    45.4649
  172.8000     7.849E-0010     6.132E-0010     5.735E-0010    45.5551
  173.3000     7.781E-0010     6.074E-0010     5.691E-0010    45.6452
  173.8000     7.714E-0010     6.016E-0010     5.647E-0010    45.7354
  174.3000     7.648E-0010     5.960E-0010     5.604E-0010    45.8257
  174.8000     7.583E-0010     5.903E-0010     5.561E-0010    45.9160
  175.3000     7.518E-0010     5.848E-0010     5.519E-0010    46.0063
  175.8000     7.454E-0010     5.793E-0010     5.477E-0010    46.0966
  176.3000     7.391E-0010     5.739E-0010     5.435E-0010    46.1870
  176.8000     7.328E-0010     5.685E-0010     5.394E-0010    46.2774
  177.3000     7.267E-0010     5.632E-0010     5.353E-0010    46.3678
  177.8000     7.205E-0010     5.580E-0010     5.313E-0010    46.4583
  178.3000     7.145E-0010     5.528E-0010     5.273E-0010    46.5488
  178.8000     7.085E-0010     5.477E-0010     5.234E-0010    46.6394
  179.3000     7.026E-0010     5.426E-0010     5.195E-0010    46.7300
  179.8000     6.968E-0010     5.376E-0010     5.156E-0010    46.8206
  180.3000     6.910E-0010     5.326E-0010     5.118E-0010    46.9113
  180.8000     6.853E-0010     5.277E-0010     5.080E-0010    47.0020
  181.3000     6.796E-0010     5.229E-0010     5.043E-0010    47.0927
  181.8000     6.740E-0010     5.181E-0010     5.005E-0010    47.1835
  182.3000     6.685E-0010     5.134E-0010     4.969E-0010    47.2743
  182.8000     6.630E-0010     5.087E-0010     4.932E-0010    47.3652
  183.3000     6.576E-0010     5.041E-0010     4.896E-0010    47.4561
  183.8000     6.523E-0010     4.995E-0010     4.861E-0010    47.5470
  184.3000     6.470E-0010     4.949E-0010     4.826E-0010    47.6380
  184.8000     6.417E-0010     4.905E-0010     4.791E-0010    47.7291
  185.3000     6.365E-0010     4.860E-0010     4.756E-0010    47.8201
  185.8000     6.314E-0010     4.817E-0010     4.722E-0010    47.9112
  186.3000     6.263E-0010     4.773E-0010     4.688E-0010    48.0024
  186.8000     6.213E-0010     4.730E-0010     4.654E-0010    48.0936
  187.3000     6.164E-0010     4.688E-0010     4.621E-0010    48.1848
  187.8000     6.115E-0010     4.646E-0010     4.588E-0010    48.2761
  188.3000     6.066E-0010     4.604E-0010     4.556E-0010    48.3674
  188.8000     6.018E-0010     4.563E-0010     4.523E-0010    48.4587
  189.3000     5.970E-0010     4.523E-0010     4.491E-0010    48.5501
  189.8000     5.923E-0010     4.483E-0010     4.460E-0010    48.6416
  190.3000     5.877E-0010     4.443E-0010     4.428E-0010    48.7331
  190.8000     5.831E-0010     4.404E-0010     4.397E-0010    48.8246
  191.3000     5.785E-0010     4.365E-0010     4.367E-0010    48.9162
  191.8000     5.740E-0010     4.326E-0010     4.336E-0010    49.0078
  192.3000     5.695E-0010     4.288E-0010     4.306E-0010    49.0995
  192.8000     5.651E-0010     4.250E-0010     4.276E-0010    49.1912
  193.3000     5.607E-0010     4.213E-0010     4.246E-0010    49.2830
  193.8000     5.564E-0010     4.176E-0010     4.217E-0010    49.3748
  194.3000     5.521E-0010     4.140E-0010     4.188E-0010    49.4667
  194.8000     5.479E-0010     4.104E-0010     4.159E-0010    49.5586
  195.3000     5.437E-0010     4.068E-0010     4.131E-0010    49.6505
  195.8000     5.395E-0010     4.032E-0010     4.102E-0010    49.7426
  196.3000     5.354E-0010     3.997E-0010     4.074E-0010    49.8346
  196.8000     5.313E-0010     3.963E-0010     4.047E-0010    49.9267
  197.3000     5.273E-0010     3.928E-0010     4.019E-0010    50.0189
  197.8000     5.233E-0010     3.895E-0010     3.992E-0010    50.1111
  198.3000     5.194E-0010     3.861E-0010     3.965E-0010    50.2033
  198.8000     5.155E-0010     3.828E-0010     3.938E-0010    50.2956
