	k
151	0.11445751588468538
152	0.11517549437908994
153	0.11590432222985321
154	0.11664450665558737
155	0.11739659584128893
156	0.11816118325057258
157	0.1189389136825138
158	0.11973048925875429
159	0.12053632153816929
160	0.12135526817601773
161	0.1221873331857569
162	0.12303316760304882
163	0.12389347849741857
164	0.12476903590950202
165	0.12566068034825284
166	0.1265693326271278
167	0.12749578294334207
168	0.1284390045222473
169	0.12939877043683723
170	0.1303759711745381
171	0.13137159308414045
172	0.1323867190169955
173	0.1334225424596204
174	0.13448022412509358
175	0.13555894252772097
176	0.1366583116745477
177	0.13777952580227132
178	0.1389239414482523
179	0.14009306164404886
180	0.14128851377513826
181	0.14251021015958715
182	0.14375727571321772
183	0.1450311673252032
184	0.14633369476967234
185	0.14766688132479738
186	0.149032353979243
187	0.15042887387861534
188	0.15185734360078673
189	0.15332006123491743
190	0.1548196156141162
191	0.1563578455737441
192	0.15793353871450289
193	0.1595484856903971
194	0.16120577544249037
195	0.16290858663812638
196	0.16465665702368892
197	0.16645090294983483
198	0.16829513645186286
199	0.17019320515639394
200	0.17214489861132795
201	0.17415226659676555
202	0.1762203231061479
203	0.17835204822212306
204	0.1805476148240712
205	0.18281235973416615
206	0.18515121869337015
207	0.1875646250965353
208	0.19005854532376906
209	0.19263853836216951
210	0.1953061199558462
211	0.19806925917161372
212	0.20093227559828003
213	0.20390021465591704
214	0.2069818335077367
215	0.21018101531843345
216	0.21350841034393797
217	0.21696939922304515
218	0.2205755139469837
219	0.22433420647020025
220	0.2282585096979065
221	0.23235812805056952
222	0.2366477880045385
223	0.2411409595264657
224	0.24585352727271484
225	0.2508039139552219
226	0.25601125270572245
227	0.2614975720946181
228	0.2672878549408528
229	0.27340994982525435
230	0.27989529401225555
231	0.28677962862589407
232	0.294103755316188
233	0.3019144322935228
234	0.31026549698533534
235	0.31921934897747084
236	0.32884893710382374
237	0.33923958902474444
238	0.35049240437951135
239	0.36272784893661203
240	0.37609094465093534
241	0.3907577234659586
242	0.40694441305362467
243	0.4249199663582897
244	0.4450233214318009
245	0.4676886592381835
246	0.49348218641039926
247	0.5231578688350328
248	0.5577555200290869
249	0.5993594166523629
250	0.6518638553578862
251	0.7212153357777596
252	0.8190041059705767
253	0.9725539943371173
254	1.2724125739614347
255	5.498233615188173
